Year,Fruit_Number,Fruit_ID,Site_Code,Orchard_Block,Alleyway_Treatment,Section ,Tree_code,Distance,Fresh_mass,Height,Width,Length,Firmness,Dry_Matter
Year_1,6,1713,Site_4,Orchard_Block_8,SWS,3,5,42.8,15.55,31.8,30.4,28.3,60,1.92
Year_1,7,1714,Site_4,Orchard_Block_8,SWS,3,5,42.8,14.07,29.2,30.1,26.9,86,2.08
Year_1,8,1715,Site_4,Orchard_Block_8,SWS,3,5,42.8,12.22,27.7,28.6,26.2,57,2.11
Year_1,9,1716,Site_4,Orchard_Block_8,SWS,3,5,42.8,14.54,29.1,31.2,26.7,74,1.86
Year_1,1,1717,Site_4,Orchard_Block_8,SWS,3,6,52.3,14.64,29.9,31.3,27.1,76,2.05
Year_1,2,1718,Site_4,Orchard_Block_8,SWS,3,6,52.3,16.98,31.8,33.3,28.3,54,2.59
Year_1,3,1719,Site_4,Orchard_Block_8,SWS,3,6,52.3,12.97,29.3,29.8,25.8,63,1.04
Year_1,4,1720,Site_4,Orchard_Block_8,SWS,3,6,52.3,12.4,29.8,28.6,25.7,74,1.18
Year_1,5,1721,Site_4,Orchard_Block_8,SWS,3,6,52.3,12.7,29.9,30,26.2,77,1.5
Year_1,6,1722,Site_4,Orchard_Block_8,SWS,3,6,52.3,13.42,29.7,31.2,25.9,82,2.17
Year_1,7,1723,Site_4,Orchard_Block_8,SWS,3,6,52.3,14.54,31.1,31.2,28.8,56,1.94
Year_1,8,1724,Site_4,Orchard_Block_8,SWS,3,6,52.3,15.71,30.9,32.1,28.2,66,2.49
Year_1,9,1725,Site_4,Orchard_Block_8,SWS,3,6,52.3,13.68,30.7,30,26.7,76,0.93
Year_1,10,1726,Site_4,Orchard_Block_8,SWS,3,6,52.3,13.52,30,30.3,25.7,83,1.93
Year_1,1,1727,Site_4,Orchard_Block_8,SWS,4,7,61.8,12.86,28,29.5,26.2,60,1.74
Year_1,2,1728,Site_4,Orchard_Block_8,SWS,4,7,61.8,14.94,30.5,31,27.3,58,2.58
Year_1,3,1729,Site_4,Orchard_Block_8,SWS,4,7,61.8,13.91,30.4,30.7,26.4,77,1.33
Year_1,4,1730,Site_4,Orchard_Block_8,SWS,4,7,61.8,15.5,31.4,31.7,27.4,70,1.71
Year_1,5,1731,Site_4,Orchard_Block_8,SWS,4,7,61.8,12.64,29.4,29.3,26.8,70,2.33
Year_1,6,1732,Site_4,Orchard_Block_8,SWS,4,7,61.8,10.38,27.1,28.9,22,71,2.26
Year_1,7,1733,Site_4,Orchard_Block_8,SWS,4,7,61.8,13.78,30.8,30,26.1,74,2.67
Year_1,8,1734,Site_4,Orchard_Block_8,SWS,4,7,61.8,13.36,30.2,30.8,26.6,71,2.16
Year_1,9,1735,Site_4,Orchard_Block_8,SWS,4,7,61.8,14.02,30.7,30.1,27.1,66,1.81
Year_1,10,1736,Site_4,Orchard_Block_8,SWS,4,7,61.8,12.29,28.2,28.3,21.8,75,2.02
Year_1,1,1737,Site_4,Orchard_Block_8,SWS,4,8,71.3,12.29,28.1,28,26.1,61,2.14
Year_1,2,1738,Site_4,Orchard_Block_8,SWS,4,8,71.3,12.3,28.5,29.3,25.2,72,1.53
Year_1,3,1739,Site_4,Orchard_Block_8,SWS,4,8,71.3,10.49,27.4,28.4,25.6,62,0.76
Year_1,4,1740,Site_4,Orchard_Block_8,SWS,4,8,71.3,11.1,28.6,28.8,25.9,64,1.36
Year_1,5,1741,Site_4,Orchard_Block_8,SWS,4,8,71.3,10.53,26.9,27.5,23.4,69,1.34
Year_1,6,1742,Site_4,Orchard_Block_8,SWS,4,8,71.3,11.97,28.9,29,24,70,1.82
Year_1,7,1743,Site_4,Orchard_Block_8,SWS,4,8,71.3,11.24,28.2,28.6,25.4,81,1.29
Year_1,8,1744,Site_4,Orchard_Block_8,SWS,4,8,71.3,11.53,27.3,29.7,25.7,66,0.78
Year_1,9,1745,Site_4,Orchard_Block_8,SWS,4,8,71.3,12.08,28.5,29.1,25.9,64,1.18
Year_1,1,1746,Site_5,Orchard_Block_9,CS,1,1,4.8,11.31,28.1,29.5,24.1,81,1.78
Year_1,2,1747,Site_5,Orchard_Block_9,CS,1,1,4.8,10.25,27.6,27.3,24.2,77,1.3
Year_1,3,1748,Site_5,Orchard_Block_9,CS,1,1,4.8,9.74,27.4,27.6,23.5,84,1.41
Year_1,4,1749,Site_5,Orchard_Block_9,CS,1,1,4.8,10.62,26.3,28.2,24.2,78,1.7
Year_1,5,1750,Site_5,Orchard_Block_9,CS,1,1,4.8,10.16,28.2,27.3,24.7,78,1.44
Year_1,6,1751,Site_5,Orchard_Block_9,CS,1,1,4.8,9.64,26.3,27.9,23.3,62,1.45
Year_1,7,1752,Site_5,Orchard_Block_9,CS,1,1,4.8,7.68,26.2,25.8,21.1,76,1.07
Year_1,8,1753,Site_5,Orchard_Block_9,CS,1,1,4.8,10.29,28.8,28.9,24.9,66,1.39
Year_1,9,1754,Site_5,Orchard_Block_9,CS,1,1,4.8,9.85,27.7,27.3,24,72,1.31
Year_1,10,1755,Site_5,Orchard_Block_9,CS,1,1,4.8,9.7,27.6,27,23.2,77,1.46
Year_1,1,1757,Site_5,Orchard_Block_9,CS,1,2,14.3,14.66,30.4,31.7,27.2,65,2.66
Year_1,2,1758,Site_5,Orchard_Block_9,CS,1,2,14.3,14.24,30.5,30.7,27.8,63,2.42
Year_1,3,1759,Site_5,Orchard_Block_9,CS,1,2,14.3,14.23,30.8,31.9,26.3,58,2.56
Year_1,4,1760,Site_5,Orchard_Block_9,CS,1,2,14.3,14.69,30.5,31,27.4,53,2.46
Year_1,5,1761,Site_5,Orchard_Block_9,CS,1,2,14.3,12.83,29.2,30.8,25.3,58,1.98
Year_1,6,1762,Site_5,Orchard_Block_9,CS,1,2,14.3,12.47,29.7,29.3,26.4,53,1.99
Year_1,7,1763,Site_5,Orchard_Block_9,CS,1,2,14.3,12.23,29.9,29.3,25.5,73,2.17
Year_1,8,1764,Site_5,Orchard_Block_9,CS,1,2,14.3,12.08,29.2,29.9,25.9,65,1.81
Year_1,9,1765,Site_5,Orchard_Block_9,CS,1,2,14.3,10.21,28.5,27.9,24.5,59,1.43
Year_1,10,1766,Site_5,Orchard_Block_9,CS,1,2,14.3,13.45,30.2,30.7,26.7,78,2.07
Year_1,1,1768,Site_5,Orchard_Block_9,CS,2,3,23.8,9.87,26.3,27.8,23.2,57,1.85
Year_1,2,1769,Site_5,Orchard_Block_9,CS,2,3,23.8,11.37,28,28.5,24.6,70,2.75
Year_1,3,1770,Site_5,Orchard_Block_9,CS,2,3,23.8,11.83,29.7,28.4,25.8,81,2.28
Year_1,4,1771,Site_5,Orchard_Block_9,CS,2,3,23.8,10.57,27.7,28.5,25.5,59,1.89
Year_1,5,1772,Site_5,Orchard_Block_9,CS,2,3,23.8,10.93,27.9,28,25,54,2
Year_1,6,1773,Site_5,Orchard_Block_9,CS,2,3,23.8,10.44,27.5,28.9,24.3,73,1.87
Year_1,7,1774,Site_5,Orchard_Block_9,CS,2,3,23.8,10.58,27.6,28.2,25.4,73,2.01
Year_1,8,1775,Site_5,Orchard_Block_9,CS,2,3,23.8,10.25,26.6,27.4,24.7,68,2.15
Year_1,9,1776,Site_5,Orchard_Block_9,CS,2,3,23.8,9.49,26.6,26.4,23.3,71,2.18
Year_1,10,1777,Site_5,Orchard_Block_9,CS,2,3,23.8,9.62,26,26.6,23.2,71,2.06
Year_1,1,1779,Site_5,Orchard_Block_9,CS,2,4,33.3,10.1,26,28.3,23.8,67,1.38
Year_1,2,1780,Site_5,Orchard_Block_9,CS,2,4,33.3,10.94,29.6,28.5,24.7,77,1.71
Year_1,3,1781,Site_5,Orchard_Block_9,CS,2,4,33.3,11.75,28.3,29.1,25.9,73,1.91
Year_1,4,1782,Site_5,Orchard_Block_9,CS,2,4,33.3,12.37,28.2,29.2,26.2,74,1.92
Year_1,5,1783,Site_5,Orchard_Block_9,CS,2,4,33.3,12.97,28.8,30.7,26.7,66,1.92
Year_1,6,1784,Site_5,Orchard_Block_9,CS,2,4,33.3,12.06,28.3,29.7,25.8,73,1.82
Year_1,7,1785,Site_5,Orchard_Block_9,CS,2,4,33.3,10.39,27.1,28.4,24.4,78,1.56
Year_1,8,1786,Site_5,Orchard_Block_9,CS,2,4,33.3,12.28,28.5,29.2,26,66,2.09
Year_1,1,1787,Site_5,Orchard_Block_9,CS,3,5,42.8,12.27,29.8,29.7,25,81,1.8
Year_1,2,1788,Site_5,Orchard_Block_9,CS,3,5,42.8,13.66,31,30.9,27.5,74,1.99
Year_1,3,1789,Site_5,Orchard_Block_9,CS,3,5,42.8,13.07,29.6,30.2,26.7,59,2.07
Year_1,4,1790,Site_5,Orchard_Block_9,CS,3,5,42.8,12.03,28.2,29.4,26.9,67,1.92
Year_1,5,1791,Site_5,Orchard_Block_9,CS,3,5,42.8,12.27,29.5,29,26.4,68,1.91
Year_1,6,1792,Site_5,Orchard_Block_9,CS,3,5,42.8,13.52,29,30.2,25.3,57,2.43
Year_1,7,1793,Site_5,Orchard_Block_9,CS,3,5,42.8,9.95,27.9,27.6,25.5,63,1.29
Year_1,8,1794,Site_5,Orchard_Block_9,CS,3,5,42.8,11.67,29.2,29.2,25.1,68,1.66
Year_1,1,1795,Site_5,Orchard_Block_9,CS,3,6,52.3,9.88,27.1,27,24,78,1.52
Year_1,2,1796,Site_5,Orchard_Block_9,CS,3,6,52.3,11.77,28.7,29.1,25,73,1.79
Year_1,3,1797,Site_5,Orchard_Block_9,CS,3,6,52.3,11.98,29.9,29,26.2,83,2.02
Year_1,4,1798,Site_5,Orchard_Block_9,CS,3,6,52.3,10.45,27.6,27.8,25.7,74,1.83
Year_1,5,1799,Site_5,Orchard_Block_9,CS,3,6,52.3,10.72,28,28.4,25.6,74,1.65
Year_1,6,1800,Site_5,Orchard_Block_9,CS,3,6,52.3,12.21,29.6,29.7,26.7,85,1.96
Year_1,7,1801,Site_5,Orchard_Block_9,CS,3,6,52.3,10.4,28.6,28,25.3,87,1.58
Year_1,8,1802,Site_5,Orchard_Block_9,CS,3,6,52.3,11.39,27.7,28,26.1,80,1.87
Year_1,1,1803,Site_5,Orchard_Block_9,CS,4,7,61.8,11.99,28.7,29.8,25.3,71,1.96
Year_1,2,1804,Site_5,Orchard_Block_9,CS,4,7,61.8,13.35,29.2,30.3,26.8,63,2.51
Year_1,3,1805,Site_5,Orchard_Block_9,CS,4,7,61.8,12.18,28.8,28.7,26.3,72,2.02
Year_1,4,1806,Site_5,Orchard_Block_9,CS,4,7,61.8,11.55,27,29.8,25.2,78,1.92
Year_1,5,1807,Site_5,Orchard_Block_9,CS,4,7,61.8,13.05,29.4,29.1,26.4,77,2.46
Year_1,6,1808,Site_5,Orchard_Block_9,CS,4,7,61.8,13.3,30.3,30.8,26.5,67,2.33
Year_1,7,1809,Site_5,Orchard_Block_9,CS,4,7,61.8,12.63,28.4,29.8,26.7,76,2.26
Year_1,8,1810,Site_5,Orchard_Block_9,CS,4,7,61.8,13.34,29.2,29.4,26.2,64,2.39
Year_1,9,1811,Site_5,Orchard_Block_9,CS,4,7,61.8,11.35,27,29.1,25.8,65,2
Year_1,10,1812,Site_5,Orchard_Block_9,CS,4,7,61.8,13.08,29.4,29.5,26.1,79,2.23
Year_1,1,1813,Site_5,Orchard_Block_9,CS,4,8,71.3,10.54,27.3,27.8,24.9,76,1.97
Year_1,2,1814,Site_5,Orchard_Block_9,CS,4,8,71.3,12.89,30.2,29,26.1,68,2.04
Year_1,3,1815,Site_5,Orchard_Block_9,CS,4,8,71.3,10.24,27.2,27.8,24,57,1.62
Year_1,4,1816,Site_5,Orchard_Block_9,CS,4,8,71.3,11.52,29.3,29,25.8,74,1.95
Year_1,5,1817,Site_5,Orchard_Block_9,CS,4,8,71.3,11.16,29.3,28,25,57,1.76
Year_1,6,1818,Site_5,Orchard_Block_9,CS,4,8,71.3,12.14,30.1,29.5,25.1,74,2.08
Year_1,7,1819,Site_5,Orchard_Block_9,CS,4,8,71.3,10.43,27.5,27.6,24.3,75,2.02
Year_1,8,1820,Site_5,Orchard_Block_9,CS,4,8,71.3,12.08,29.9,29.8,25.4,55,2.24
Year_1,9,1821,Site_5,Orchard_Block_9,CS,4,8,71.3,12.68,29.7,29.7,25.3,73,2.59
Year_1,10,1822,Site_5,Orchard_Block_9,CS,4,8,71.3,11.6,28.1,28,26.3,70,1.91
Year_1,1,1823,Site_5,Orchard_Block_9,AMWS,1,1,4.8,11.63,29.5,28,25,72,1.84
Year_1,2,1824,Site_5,Orchard_Block_9,AMWS,1,1,4.8,11.01,28.7,29.7,24,64,1.69
Year_1,3,1825,Site_5,Orchard_Block_9,AMWS,1,1,4.8,11.15,29.5,29,24.4,73,1.89
Year_1,4,1826,Site_5,Orchard_Block_9,AMWS,1,1,4.8,13.43,29.5,31.5,27.9,72,1.99
Year_1,5,1827,Site_5,Orchard_Block_9,AMWS,1,1,4.8,11.32,28,29.2,24.1,75,1.81
Year_1,6,1828,Site_5,Orchard_Block_9,AMWS,1,1,4.8,12.94,30.5,30.7,26.4,68,2.08
Year_1,7,1829,Site_5,Orchard_Block_9,AMWS,1,1,4.8,11.79,28.6,29.9,25,60,1.96
Year_1,8,1830,Site_5,Orchard_Block_9,AMWS,1,1,4.8,12.71,30.2,30.4,25.1,69,2.13
Year_1,9,1831,Site_5,Orchard_Block_9,AMWS,1,1,4.8,11.68,28.7,29.7,25.9,81,2.03
Year_1,10,1832,Site_5,Orchard_Block_9,AMWS,1,1,4.8,10.55,28.9,28,24.5,76,1.61
Year_1,1,1835,Site_5,Orchard_Block_9,AMWS,1,2,14.3,10.04,27.2,27.6,24.2,61,1.39
Year_1,2,1836,Site_5,Orchard_Block_9,AMWS,1,2,14.3,12.58,30,29.7,25.7,46,1.85
Year_1,3,1837,Site_5,Orchard_Block_9,AMWS,1,2,14.3,12.02,29.8,29.6,25.8,53,1.74
Year_1,4,1838,Site_5,Orchard_Block_9,AMWS,1,2,14.3,11.25,29.1,28.1,24.3,64,1.63
Year_1,5,1839,Site_5,Orchard_Block_9,AMWS,1,2,14.3,10.84,27.7,28.2,24.2,77,1.75
Year_1,6,1840,Site_5,Orchard_Block_9,AMWS,1,2,14.3,11.34,28.1,28.3,25.5,50,1.74
Year_1,7,1841,Site_5,Orchard_Block_9,AMWS,1,2,14.3,10.68,28.1,28.8,24.4,55,1.59
Year_1,8,1842,Site_5,Orchard_Block_9,AMWS,1,2,14.3,12.43,30.8,29.1,25.5,60,2.06
Year_1,1,1844,Site_5,Orchard_Block_9,AMWS,2,3,23.8,15.43,31.2,32.7,28.6,66,3.11
Year_1,2,1845,Site_5,Orchard_Block_9,AMWS,2,3,23.8,13.46,31,30.8,26.1,79,2.27
Year_1,3,1846,Site_5,Orchard_Block_9,AMWS,2,3,23.8,12.09,28.4,29.9,26.6,85,1.96
Year_1,4,1847,Site_5,Orchard_Block_9,AMWS,2,3,23.8,12.78,29.8,30.8,27.5,82,2.1
Year_1,5,1848,Site_5,Orchard_Block_9,AMWS,2,3,23.8,13.09,30.8,29.3,27.4,64,2.4
Year_1,6,1849,Site_5,Orchard_Block_9,AMWS,2,3,23.8,13.09,30.6,30.2,26.1,89,2.27
Year_1,7,1850,Site_5,Orchard_Block_9,AMWS,2,3,23.8,12.73,29.9,30.5,25.4,73,2.23
Year_1,8,1851,Site_5,Orchard_Block_9,AMWS,2,3,23.8,12.1,30.7,29.9,25.6,79,2.07
Year_1,10,1852,Site_5,Orchard_Block_9,AMWS,2,3,23.8,14.6,29.2,31,27.6,54,2.94
Year_1,1,1853,Site_5,Orchard_Block_9,AMWS,2,4,33.3,12.14,29.5,29.3,25.1,69,2.71
Year_1,2,1854,Site_5,Orchard_Block_9,AMWS,2,4,33.3,13.59,30.3,30.3,26,72,2.95
Year_1,3,1855,Site_5,Orchard_Block_9,AMWS,2,4,33.3,12.46,28.1,29.9,26.6,69,2.02
Year_1,4,1856,Site_5,Orchard_Block_9,AMWS,2,4,33.3,12.09,29.3,29,25,83,2.23
Year_1,5,1857,Site_5,Orchard_Block_9,AMWS,2,4,33.3,13.03,30.6,30.8,25.9,86,2.74
Year_1,6,1858,Site_5,Orchard_Block_9,AMWS,2,4,33.3,9.89,27.3,27.4,24.9,77,1.8
Year_1,7,1859,Site_5,Orchard_Block_9,AMWS,2,4,33.3,12.92,29.3,30.3,27.9,57,2.31
Year_1,8,1860,Site_5,Orchard_Block_9,AMWS,2,4,33.3,14.09,30.8,30,25.3,71,3.06
Year_1,9,1861,Site_5,Orchard_Block_9,AMWS,2,4,33.3,12.33,28.1,29.7,25.7,58,2.19
Year_1,10,1862,Site_5,Orchard_Block_9,AMWS,2,4,33.3,13.46,30.3,30.7,26.5,74,2.4
Year_1,1,1864,Site_5,Orchard_Block_9,AMWS,3,5,42.8,14.34,31.6,30,27,47,2.28
Year_1,2,1865,Site_5,Orchard_Block_9,AMWS,3,5,42.8,12.01,28.3,29.9,26.9,55,1.82
Year_1,3,1866,Site_5,Orchard_Block_9,AMWS,3,5,42.8,12.58,30.9,29.2,26.2,68,1.71
Year_1,4,1867,Site_5,Orchard_Block_9,AMWS,3,5,42.8,12.12,28.2,29.5,26.5,78,1.65
Year_1,5,1868,Site_5,Orchard_Block_9,AMWS,3,5,42.8,12.95,29.6,30.8,26.9,55,2.32
Year_1,6,1869,Site_5,Orchard_Block_9,AMWS,3,5,42.8,13.66,30.9,31.1,26.9,68,2.38
Year_1,7,1870,Site_5,Orchard_Block_9,AMWS,3,5,42.8,11.08,28.2,29.1,25.2,78,1.55
Year_1,8,1871,Site_5,Orchard_Block_9,AMWS,3,5,42.8,12.79,30.4,30.6,26.5,67,1.86
Year_1,9,1872,Site_5,Orchard_Block_9,AMWS,3,5,42.8,10.86,29,28.6,24.2,74,1.61
Year_1,1,1873,Site_5,Orchard_Block_9,AMWS,3,6,52.3,13.32,29.8,30.6,26.8,77,2.52
Year_1,2,1874,Site_5,Orchard_Block_9,AMWS,3,6,52.3,13.44,29.1,30.5,26.6,57,2.34
Year_1,3,1875,Site_5,Orchard_Block_9,AMWS,3,6,52.3,11.56,29.4,29,25.5,60,2.08
Year_1,4,1876,Site_5,Orchard_Block_9,AMWS,3,6,52.3,12.53,28.5,29,26.1,79,2.95
Year_1,5,1877,Site_5,Orchard_Block_9,AMWS,3,6,52.3,14.99,31.9,31.7,27.4,56,2.74
Year_1,6,1878,Site_5,Orchard_Block_9,AMWS,3,6,52.3,12.07,28.9,30.9,24.3,82,2.06
Year_1,7,1879,Site_5,Orchard_Block_9,AMWS,3,6,52.3,12.97,30,30,26.4,60,2.23
Year_1,8,1880,Site_5,Orchard_Block_9,AMWS,3,6,52.3,13.52,30.5,30.4,26.4,72,2.6
Year_1,9,1881,Site_5,Orchard_Block_9,AMWS,3,6,52.3,12.11,29.5,29.3,26.8,66,2.05
Year_1,10,1882,Site_5,Orchard_Block_9,AMWS,3,6,52.3,11.29,28,29.1,24.1,72,2
Year_1,1,1883,Site_5,Orchard_Block_9,AMWS,4,7,61.8,12.73,29.7,29.8,26.2,73,2.41
Year_1,2,1884,Site_5,Orchard_Block_9,AMWS,4,7,61.8,11.7,28.2,29.7,25.8,70,2.02
Year_1,3,1885,Site_5,Orchard_Block_9,AMWS,4,7,61.8,11.03,28.6,29.9,25.1,77,1.84
Year_1,4,1886,Site_5,Orchard_Block_9,AMWS,4,7,61.8,12.54,30.5,28.3,25.4,66,2.54
Year_1,5,1887,Site_5,Orchard_Block_9,AMWS,4,7,61.8,11.03,28,28.3,24.7,75,1.9
Year_1,6,1888,Site_5,Orchard_Block_9,AMWS,4,7,61.8,13.17,30.7,29.4,25.3,86,2.73
Year_1,7,1889,Site_5,Orchard_Block_9,AMWS,4,7,61.8,13.73,29.3,30.2,26.1,55,2.44
Year_1,8,1890,Site_5,Orchard_Block_9,AMWS,4,7,61.8,10.53,28.6,27.3,25.3,50,1.8
Year_1,9,1891,Site_5,Orchard_Block_9,AMWS,4,7,61.8,13.91,30.9,30.7,27.6,58,2.34
Year_1,10,1892,Site_5,Orchard_Block_9,AMWS,4,7,61.8,14.21,31.6,30.6,27.4,79,3.14
Year_1,1,1893,Site_5,Orchard_Block_9,AMWS,4,8,71.3,11.85,29.6,28.8,25.2,67,2.32
Year_1,2,1894,Site_5,Orchard_Block_9,AMWS,4,8,71.3,13.38,29.1,28.9,26.4,77,2.1
Year_1,3,1895,Site_5,Orchard_Block_9,AMWS,4,8,71.3,11.8,28,28.4,25.1,84,2.2
Year_1,4,1896,Site_5,Orchard_Block_9,AMWS,4,8,71.3,10.83,27,27.6,24.7,74,1.99
Year_1,5,1897,Site_5,Orchard_Block_9,AMWS,4,8,71.3,14.51,30.1,31.9,27.2,69,2.94
Year_1,6,1898,Site_5,Orchard_Block_9,AMWS,4,8,71.3,10.97,28.5,27.6,25.1,73,2.09
Year_1,7,1899,Site_5,Orchard_Block_9,AMWS,4,8,71.3,12.31,29.9,29.5,25.5,66,2.64
Year_1,8,1900,Site_5,Orchard_Block_9,AMWS,4,8,71.3,10.87,28.8,27.2,25.5,72,1.83
Year_1,9,1901,Site_5,Orchard_Block_9,AMWS,4,8,71.3,12.31,29.2,29.5,25.6,77,2.59
Year_1,10,1902,Site_5,Orchard_Block_9,AMWS,4,8,71.3,14.42,30.1,30.7,27.6,69,3.13
Year_1,1,1903,Site_5,Orchard_Block_9,SWS,1,1,4.8,10.7,28.6,28.6,24.2,68,2.24
Year_1,2,1904,Site_5,Orchard_Block_9,SWS,1,1,4.8,10.74,28.8,28.9,24.5,49,1.76
Year_1,3,1905,Site_5,Orchard_Block_9,SWS,1,1,4.8,12.32,29.5,29.2,25.4,62,2.15
Year_1,4,1906,Site_5,Orchard_Block_9,SWS,1,1,4.8,12.52,29.6,29,25.4,72,2.24
Year_1,5,1907,Site_5,Orchard_Block_9,SWS,1,1,4.8,10.8,28.7,29.8,23.4,63,1.76
Year_1,6,1908,Site_5,Orchard_Block_9,SWS,1,1,4.8,11.39,29.4,29.5,23.6,62,2.05
Year_1,7,1909,Site_5,Orchard_Block_9,SWS,1,1,4.8,9.99,28.9,28.9,23.9,57,1.6
Year_1,8,1910,Site_5,Orchard_Block_9,SWS,1,1,4.8,10.49,28,28,24.2,56,1.79
Year_1,9,1911,Site_5,Orchard_Block_9,SWS,1,1,4.8,8.54,26.9,26.1,23.9,60,1.08
Year_1,1,1912,Site_5,Orchard_Block_9,SWS,1,2,14.3,10.49,27.7,28.5,24.4,74,1.76
Year_1,2,1913,Site_5,Orchard_Block_9,SWS,1,2,14.3,12.19,28.7,30,26.5,71,1.84
Year_1,3,1914,Site_5,Orchard_Block_9,SWS,1,2,14.3,13.2,29.6,30.2,26.9,63,2.11
Year_1,4,1915,Site_5,Orchard_Block_9,SWS,1,2,14.3,12.02,28.1,30.7,26.3,51,1.77
Year_1,5,1916,Site_5,Orchard_Block_9,SWS,1,2,14.3,10.61,28.1,29.5,25.7,61,1.55
Year_1,6,1917,Site_5,Orchard_Block_9,SWS,1,2,14.3,10.56,27.9,28.4,25.5,74,1.71
Year_1,7,1918,Site_5,Orchard_Block_9,SWS,1,2,14.3,12.19,29.4,29.1,26.4,72,1.82
Year_1,8,1919,Site_5,Orchard_Block_9,SWS,1,2,14.3,13.12,28.7,30.4,26.6,78,1.95
Year_1,1,1921,Site_5,Orchard_Block_9,SWS,2,3,23.8,13.31,30.1,30.7,27,84,2.22
Year_1,2,1922,Site_5,Orchard_Block_9,SWS,2,3,23.8,14.68,31.5,30.9,26.7,82,2.99
Year_1,3,1923,Site_5,Orchard_Block_9,SWS,2,3,23.8,14.13,31.3,30.1,27.7,73,2.64
Year_1,4,1924,Site_5,Orchard_Block_9,SWS,2,3,23.8,14.42,31.6,30.9,27.9,81,2.26
Year_1,5,1925,Site_5,Orchard_Block_9,SWS,2,3,23.8,14.66,31.2,31,26.5,78,2.97
Year_1,6,1926,Site_5,Orchard_Block_9,SWS,2,3,23.8,13.86,31.2,29.3,26.4,72,2.31
Year_1,7,1927,Site_5,Orchard_Block_9,SWS,2,3,23.8,16.43,32.2,32,27.1,57,3.41
Year_1,8,1928,Site_5,Orchard_Block_9,SWS,2,3,23.8,12.52,30.8,29.9,26.7,76,2.15
Year_1,9,1929,Site_5,Orchard_Block_9,SWS,2,3,23.8,12.99,30.5,29,26.2,60,2.28
Year_1,10,1930,Site_5,Orchard_Block_9,SWS,2,3,23.8,14.38,31.3,30.4,27.8,68,2.52
Year_1,1,1935,Site_5,Orchard_Block_9,SWS,2,4,33.3,12.7,29.2,30.6,26.8,64,2.14
Year_1,2,1936,Site_5,Orchard_Block_9,SWS,2,4,33.3,11.97,29.1,29.3,25.1,76,2.13
Year_1,3,1937,Site_5,Orchard_Block_9,SWS,2,4,33.3,11.3,28,29.6,25.1,59,1.82
Year_1,4,1938,Site_5,Orchard_Block_9,SWS,2,4,33.3,11.2,28.1,28,25.8,52,1.61
Year_1,5,1939,Site_5,Orchard_Block_9,SWS,2,4,33.3,10.85,29,28.3,25.7,67,1.63
Year_1,6,1940,Site_5,Orchard_Block_9,SWS,2,4,33.3,13.57,30.7,30.3,27.8,83,2.41
Year_1,7,1941,Site_5,Orchard_Block_9,SWS,2,4,33.3,11.1,28.5,28.8,25,70,1.73
Year_1,8,1942,Site_5,Orchard_Block_9,SWS,2,4,33.3,11.72,29,29.4,25.2,65,1.93
Year_1,9,1943,Site_5,Orchard_Block_9,SWS,2,4,33.3,13.49,30.3,30.6,26.1,51,2.42
Year_1,1,1944,Site_5,Orchard_Block_9,SWS,3,5,42.8,12.57,30.9,30.6,26.8,61,1.99
Year_1,2,1945,Site_5,Orchard_Block_9,SWS,3,5,42.8,11.35,27.7,28.1,25.8,76,2.09
Year_1,3,1946,Site_5,Orchard_Block_9,SWS,3,5,42.8,12.23,28,29.9,26.6,68,2.04
Year_1,4,1947,Site_5,Orchard_Block_9,SWS,3,5,42.8,14.54,30.8,31.6,27.1,81,2.93
Year_1,5,1948,Site_5,Orchard_Block_9,SWS,3,5,42.8,14.37,30.7,30.7,28.5,57,2.52
Year_1,6,1949,Site_5,Orchard_Block_9,SWS,3,5,42.8,14.84,30.2,31.8,27.2,77,3.08
Year_1,7,1950,Site_5,Orchard_Block_9,SWS,3,5,42.8,15.24,31.9,31.9,27.7,82,2.85
Year_1,10,1951,Site_5,Orchard_Block_9,SWS,3,5,42.8,12.84,29.5,30.8,26.7,77,2.14
Year_1,1,1953,Site_5,Orchard_Block_9,SWS,3,6,52.3,13.33,29.3,29.8,27.6,80,3.07
Year_1,2,1954,Site_5,Orchard_Block_9,SWS,3,6,52.3,13.39,29.9,30.2,26,73,2.72
Year_1,3,1955,Site_5,Orchard_Block_9,SWS,3,6,52.3,14.13,30.6,30.2,27.2,79,2.89
Year_1,4,1956,Site_5,Orchard_Block_9,SWS,3,6,52.3,14.54,31.6,30.9,27.4,59,2.68
Year_1,5,1957,Site_5,Orchard_Block_9,SWS,3,6,52.3,12.19,28.2,28.6,25.6,83,2.34
Year_1,6,1958,Site_5,Orchard_Block_9,SWS,3,6,52.3,14.96,30.6,31.8,27.4,82,2.94
Year_1,7,1959,Site_5,Orchard_Block_9,SWS,3,6,52.3,13.49,29.4,30.9,26.7,75,2.53
Year_1,8,1960,Site_5,Orchard_Block_9,SWS,3,6,52.3,13.92,29.9,30.2,26.7,79,3.3
Year_1,9,1961,Site_5,Orchard_Block_9,SWS,3,6,52.3,12.43,28.2,28.4,25.7,50,2.61
Year_1,10,1962,Site_5,Orchard_Block_9,SWS,3,6,52.3,14.05,30.5,30.8,27.7,71,2.53
Year_1,1,1964,Site_5,Orchard_Block_9,SWS,4,7,61.8,12.4,29.3,29.3,25.8,83,2.87
